,close,high,low,open,time,volumefrom,volumeto,timestamp,fluc
0,1.48,1.8,1.46,1.8,1521158400,12790189.76,18929480.84,2018-03-15 20:00:00,0.3400000000000001
1,1.28,1.44,1.17,1.4,1521244800,19809553.18,25356228.07,2018-03-16 20:00:00,0.27
2,1.28,1.34,1.12,1.33,1521331200,14238057.3,18224713.34,2018-03-17 20:00:00,0.21999999999999997
3,1.27,1.36,1.21,1.34,1521417600,11911937.06,15128160.07,2018-03-18 20:00:00,0.15000000000000013
4,1.38,1.48,1.3,1.32,1521504000,12364915.38,17063583.22,2018-03-19 20:00:00,0.17999999999999994
5,1.41,1.5,1.34,1.38,1521590400,10745805.56,15151585.84,2018-03-20 20:00:00,0.15999999999999992
6,1.31,1.42,1.26,1.38,1521676800,10923884.54,14310288.75,2018-03-21 20:00:00,0.15999999999999992
7,1.38,1.43,1.31,1.35,1521763200,9585804.25,13228409.86,2018-03-22 20:00:00,0.11999999999999988
8,1.41,1.43,1.32,1.32,1521849600,9308286.04,13124683.32,2018-03-23 20:00:00,0.10999999999999988
9,1.48,1.52,1.35,1.4,1521936000,8809237.64,13037671.71,2018-03-24 20:00:00,0.16999999999999993
10,1.75,1.91,1.4,1.42,1522022400,30567183.89,53492571.81,2018-03-25 20:00:00,0.51
11,2.19,2.46,1.6,1.68,1522108800,28893589.24,63276960.44,2018-03-26 20:00:00,0.8599999999999999
12,2.33,2.85,2.09,2.24,1522195200,33092053.58,77104484.84,2018-03-27 20:00:00,0.7600000000000002
13,2.12,2.27,1.87,2.08,1522281600,18628736.41,39492921.19,2018-03-28 20:00:00,0.3999999999999999
14,2.31,2.36,2.02,2.05,1522368000,16577901.85,38294953.27,2018-03-29 20:00:00,0.33999999999999986
15,2.05,2.35,2.05,2.34,1522454400,9337965.54,19142829.36,2018-03-30 20:00:00,0.30000000000000027
16,2.09,2.19,1.86,2.02,1522540800,9008947.69,18828700.67,2018-03-31 20:00:00,0.32999999999999985
17,2.06,2.23,2.03,2.16,1522627200,7765308.98,15996536.5,2018-04-01 20:00:00,0.20000000000000018
18,2.29,2.37,2.12,2.16,1522713600,6481443.91,14842506.55,2018-04-02 20:00:00,0.25
19,2.45,2.47,2.05,2.1,1522800000,10156327.6,24883002.62,2018-04-03 20:00:00,0.4200000000000004
20,2.86,2.91,2.37,2.44,1522886400,15653854.05,44770022.58,2018-04-04 20:00:00,0.54
21,3.08,3.11,2.61,2.79,1522972800,14536956.34,44773825.53,2018-04-05 20:00:00,0.5
22,3.78,4.0,3.19,3.21,1523059200,25753146.35,97346893.2,2018-04-06 20:00:00,0.81
23,3.53,3.86,3.46,3.86,1523145600,12574269.26,44387170.49,2018-04-07 20:00:00,0.3999999999999999
24,3.5,3.71,3.06,3.41,1523232000,15180397.99,53131392.97,2018-04-08 20:00:00,0.6499999999999999
25,4.68,4.81,3.54,3.55,1523318400,23588578.23,110394546.12,2018-04-09 20:00:00,1.2699999999999996
26,4.34,4.83,4.13,4.76,1523404800,16712378.09,72531720.91,2018-04-10 20:00:00,0.7000000000000002
27,4.4,5.13,4.39,4.92,1523491200,10158709.94,44698323.74,2018-04-11 20:00:00,0.7400000000000002
28,4.23,5.2,4.16,4.4,1523577600,14033861.31,59363233.34,2018-04-12 20:00:00,1.04
29,4.36,4.53,4.13,4.3,1523664000,6000616.88,26162689.6,2018-04-13 20:00:00,0.40000000000000036
30,4.52,4.96,4.4,4.55,1523750400,7397216.79,33435419.89,2018-04-14 20:00:00,0.5599999999999996
31,4.15,4.49,4.06,4.36,1523836800,5048220.08,20950113.33,2018-04-15 20:00:00,0.4300000000000006
32,4.09,4.22,3.96,4.07,1523923200,7538437.64,30832209.95,2018-04-16 20:00:00,0.2599999999999998
33,4.3,4.35,4.12,4.22,1524009600,4280651.81,18406802.78,2018-04-17 20:00:00,0.22999999999999954
34,4.5,4.66,4.29,4.35,1524096000,7456781.51,33555516.8,2018-04-18 20:00:00,0.3700000000000001
35,4.32,4.88,4.32,4.81,1524182400,6880583.03,29724118.69,2018-04-19 20:00:00,0.5599999999999996
36,4.07,4.41,4.03,4.35,1524268800,4334643.78,17642000.18,2018-04-20 20:00:00,0.3799999999999999
37,4.01,4.23,3.88,4.02,1524355200,4343065.89,17415694.22,2018-04-21 20:00:00,0.35000000000000053
38,4.24,4.55,4.05,4.08,1524441600,5473121.17,23206033.76,2018-04-22 20:00:00,0.5
39,4.75,5.07,4.46,4.57,1524528000,7179660.91,34103389.32,2018-04-23 20:00:00,0.6100000000000003
40,5.03,5.14,4.03,4.36,1524614400,13430419.57,67555010.44,2018-04-24 20:00:00,1.1099999999999994
41,5.28,5.99,5.2,5.26,1524700800,10455405.2,55204539.46,2018-04-25 20:00:00,0.79
42,5.26,5.48,4.88,5.08,1524787200,6302057.16,33148820.66,2018-04-26 20:00:00,0.6000000000000005
43,6.95,7.38,5.42,5.5,1524873600,11169648.06,77629054.02,2018-04-27 20:00:00,1.96
44,9.19,9.33,6.83,7.02,1524960000,16124926.38,148188073.43,2018-04-28 20:00:00,2.5
45,7.75,9.03,7.5,9.03,1525046400,9299002.85,72067272.09,2018-04-29 20:00:00,1.5299999999999994
46,8.69,8.69,7.14,7.62,1525132800,6973132.41,60596520.64,2018-04-30 20:00:00,1.5499999999999998
47,8.55,9.0,8.28,8.84,1525219200,3843840.11,32864832.94,2018-05-01 20:00:00,0.7200000000000006
48,9.95,12.06,8.98,9.02,1525305600,17198439.54,171124473.42,2018-05-02 20:00:00,3.08
49,9.74,10.64,9.3,9.89,1525392000,4696552.28,45744419.21,2018-05-03 20:00:00,1.3399999999999999
50,9.01,10.62,8.97,9.86,1525478400,4146640.15,37361227.75,2018-05-04 20:00:00,1.6499999999999986
51,9.33,9.85,8.4,8.82,1525564800,4609998.21,43011283.3,2018-05-05 20:00:00,1.4499999999999993
52,9.44,9.78,8.45,9.07,1525651200,5186282.22,48958504.16,2018-05-06 20:00:00,1.33
53,8.88,9.38,8.8,9.26,1525737600,2515832.29,22340590.74,2018-05-07 20:00:00,0.5800000000000001
54,8.77,9.09,8.66,9.01,1525824000,1948309.68,17086675.89,2018-05-08 20:00:00,0.4299999999999997
55,8.17,8.74,8.14,8.51,1525910400,2090073.19,17075897.96,2018-05-09 20:00:00,0.5999999999999996
56,7.09,7.86,6.69,7.61,1525996800,3474534.82,24634451.87,2018-05-10 20:00:00,1.17
57,7.28,7.66,6.14,7.14,1526083200,4905159.28,35709559.56,2018-05-11 20:00:00,1.5200000000000005
58,8.24,8.73,7.31,7.48,1526169600,4912507.75,40479063.86,2018-05-12 20:00:00,1.4200000000000008
59,7.94,8.42,7.69,8.19,1526256000,3936600.97,31256611.7,2018-05-13 20:00:00,0.7299999999999995
60,7.81,8.17,7.59,7.76,1526342400,2681807.32,20944915.17,2018-05-14 20:00:00,0.5800000000000001
