,close,high,low,open,time,volumefrom,volumeto,timestamp,fluc
64,0.0504,0.0531,0.04739,0.04823,1520640000,6285957.01,316812.23,2018-03-09 19:00:00,0.00571
65,0.05474,0.05538,0.05123,0.05336,1520726400,4206926.18,230287.14,2018-03-10 19:00:00,0.004150000000000001
66,0.05288,0.05421,0.04941,0.05297,1520812800,50316416.08,2660732.08,2018-03-11 20:00:00,0.004799999999999999
67,0.05131,0.05365,0.05065,0.05235,1520899200,14167760.25,726947.78,2018-03-12 20:00:00,0.0030000000000000027
68,0.04405,0.04629,0.04169,0.04564,1520985600,30186927.85,1329734.17,2018-03-13 20:00:00,0.0046
69,0.03931,0.04389,0.03853,0.04389,1521072000,32749555.22,1287385.02,2018-03-14 20:00:00,0.005359999999999997
70,0.03983,0.04077,0.03614,0.03866,1521158400,32043626.79,1276297.66,2018-03-15 20:00:00,0.004630000000000002
71,0.03967,0.04173,0.03566,0.03645,1521244800,32420233.22,1286110.65,2018-03-16 20:00:00,0.006070000000000006
72,0.04226,0.04263,0.0376,0.03877,1521331200,35411709.08,1496498.83,2018-03-17 20:00:00,0.00503
73,0.04424,0.04559,0.04059,0.04384,1521417600,24430740.96,1080815.98,2018-03-18 20:00:00,0.0049999999999999975
74,0.04574,0.0536,0.04373,0.04442,1521504000,29780827.74,1362175.06,2018-03-19 20:00:00,0.009870000000000004
75,0.04723,0.05102,0.04487,0.04534,1521590400,27274908.5,1288193.93,2018-03-20 20:00:00,0.006150000000000003
76,0.04701,0.05205,0.04546,0.04553,1521676800,23120965.0,1086916.56,2018-03-21 20:00:00,0.006589999999999999
77,0.04815,0.05034,0.04645,0.04764,1521763200,25314701.88,1218902.9,2018-03-22 20:00:00,0.0038900000000000046
78,0.04678,0.04796,0.04318,0.04599,1521849600,27113283.51,1268359.4,2018-03-23 20:00:00,0.0047799999999999995
79,0.04441,0.04737,0.04227,0.04677,1521936000,28369545.5,1259891.52,2018-03-24 20:00:00,0.0051
80,0.04312,0.04498,0.03943,0.04149,1522022400,30552965.44,1317443.87,2018-03-25 20:00:00,0.005549999999999999
81,0.04014,0.04098,0.03778,0.03971,1522108800,19513627.73,783277.02,2018-03-26 20:00:00,0.0032000000000000015
82,0.05088,0.05249,0.03923,0.04013,1522195200,40099937.12,2040284.8,2018-03-27 20:00:00,0.013260000000000001
83,0.04019,0.04599,0.03881,0.04407,1522281600,30661250.15,1232275.64,2018-03-28 20:00:00,0.007180000000000006
84,0.03658,0.04182,0.0355,0.04108,1522368000,33271174.32,1217059.56,2018-03-29 20:00:00,0.006320000000000006
85,0.0379,0.03838,0.0355,0.03644,1522454400,28828741.76,1092609.31,2018-03-30 20:00:00,0.0028800000000000006
86,0.03612,0.03737,0.03462,0.03647,1522540800,30759622.13,1111037.55,2018-03-31 20:00:00,0.0027500000000000024
87,0.03723,0.03846,0.03591,0.03667,1522627200,31024163.6,1155029.61,2018-04-01 20:00:00,0.0025500000000000037
88,0.0411,0.04563,0.03999,0.04024,1522713600,30202627.02,1241327.97,2018-04-02 20:00:00,0.005639999999999999
89,0.03628,0.03862,0.0359,0.03741,1522800000,25163869.78,912945.2,2018-04-03 20:00:00,0.00272
90,0.03647,0.03696,0.03581,0.0365,1522886400,28589051.47,1042642.71,2018-04-04 20:00:00,0.0011499999999999982
91,0.03469,0.0361,0.03404,0.03546,1522972800,27721049.46,961643.21,2018-04-05 20:00:00,0.0020599999999999993
92,0.03654,0.03737,0.03578,0.03606,1523059200,26813270.15,979756.89,2018-04-06 20:00:00,0.0015900000000000011
93,0.03805,0.03872,0.03714,0.03803,1523145600,28224981.28,1073960.54,2018-04-07 20:00:00,0.001579999999999998
94,0.03666,0.03825,0.03633,0.03787,1523232000,26725388.0,979752.72,2018-04-08 20:00:00,0.001919999999999998
95,0.03794,0.03882,0.03744,0.03834,1523318400,27821920.72,1055563.67,2018-04-09 20:00:00,0.0013799999999999993
96,0.04259,0.04356,0.03902,0.03928,1523404800,25092414.45,1068685.93,2018-04-10 20:00:00,0.004540000000000002
97,0.05068,0.05547,0.04567,0.0489,1523491200,32904913.44,1667621.01,2018-04-11 20:00:00,0.009799999999999996
98,0.04979,0.05197,0.04762,0.05063,1523577600,22833577.03,1136883.8,2018-04-12 20:00:00,0.00435
99,0.04923,0.05254,0.0489,0.05058,1523664000,19483134.04,959154.69,2018-04-13 20:00:00,0.0036400000000000043
100,0.05244,0.05411,0.05081,0.05232,1523750400,22828952.16,1197150.25,2018-04-14 20:00:00,0.0032999999999999974
101,0.05011,0.05214,0.04615,0.05032,1523836800,26880068.84,1346960.25,2018-04-15 20:00:00,0.005990000000000002
102,0.04916,0.05019,0.04791,0.0493,1523923200,22344963.62,1098478.41,2018-04-16 20:00:00,0.0022799999999999973
103,0.05063,0.0518,0.04993,0.05149,1524009600,26994911.8,1366752.38,2018-04-17 20:00:00,0.0018699999999999967
104,0.06223,0.07068,0.05336,0.05463,1524096000,25073764.39,1560340.36,2018-04-18 20:00:00,0.01732000000000001
105,0.07153,0.07659,0.0619,0.0677,1524182400,22131129.42,1583039.69,2018-04-19 20:00:00,0.014690000000000009
106,0.07849,0.07988,0.06838,0.07008,1524268800,22359816.26,1755021.98,2018-04-20 20:00:00,0.01150000000000001
107,0.1008,0.1099,0.08059,0.08059,1524355200,28486117.63,2871400.66,2018-04-21 20:00:00,0.029310000000000003
108,0.09121,0.106,0.08548,0.1058,1524441600,15703628.74,1432327.98,2018-04-22 20:00:00,0.020519999999999997
109,0.1138,0.118,0.09425,0.09974,1524528000,15066354.16,1714551.1,2018-04-23 20:00:00,0.023749999999999993
110,0.08939,0.1048,0.08358,0.09995,1524614400,12257476.64,1095695.84,2018-04-24 20:00:00,0.021220000000000003
111,0.0973,0.09849,0.08685,0.09598,1524700800,6318164.17,614757.37,2018-04-25 20:00:00,0.011639999999999998
112,0.09901,0.121,0.09373,0.09476,1524787200,10553923.16,1044943.93,2018-04-26 20:00:00,0.027270000000000003
113,0.1046,0.1126,0.1014,0.1051,1524873600,2980432.67,311753.26,2018-04-27 20:00:00,0.011200000000000002
114,0.1203,0.1244,0.1011,0.1055,1524960000,5698500.34,685529.59,2018-04-28 20:00:00,0.0233
115,0.1112,0.1203,0.107,0.1187,1525046400,2333132.51,259444.34,2018-04-29 20:00:00,0.013300000000000006
116,0.1132,0.1149,0.104,0.1114,1525132800,2274688.93,257494.79,2018-04-30 20:00:00,0.010900000000000007
117,0.1083,0.1166,0.1067,0.1159,1525219200,1542068.59,167006.03,2018-05-01 20:00:00,0.009899999999999992
118,0.1147,0.1423,0.113,0.1225,1525305600,3853867.62,442038.62,2018-05-02 20:00:00,0.029300000000000007
119,0.124,0.1265,0.1111,0.1157,1525392000,5701273.21,706957.88,2018-05-03 20:00:00,0.015399999999999997
120,0.1231,0.1318,0.1195,0.1291,1525478400,5800252.21,714011.05,2018-05-04 20:00:00,0.012300000000000005
121,0.116,0.1205,0.1103,0.1192,1525564800,3123122.43,362282.2,2018-05-05 20:00:00,0.0102
122,0.1056,0.111,0.07164,0.1104,1525651200,4035770.77,426177.39,2018-05-06 20:00:00,0.039360000000000006
123,0.1018,0.1116,0.1007,0.1049,1525737600,3370594.92,343126.56,2018-05-07 20:00:00,0.010900000000000007
124,0.1044,0.1117,0.1019,0.1024,1525824000,3143887.7,328221.88,2018-05-08 20:00:00,0.00979999999999999
125,0.09776,0.103,0.0898,0.1005,1525910400,3721226.78,363787.13,2018-05-09 20:00:00,0.01319999999999999
126,0.0833,0.09604,0.08093,0.09157,1525996800,3532898.16,294290.42,2018-05-10 20:00:00,0.015109999999999998
127,0.08149,0.09298,0.07657,0.08402,1526083200,4889621.48,398455.25,2018-05-11 20:00:00,0.016409999999999994
128,0.09204,0.09511,0.08526,0.08694,1526169600,2754283.78,253504.28,2018-05-12 20:00:00,0.009849999999999998
129,0.08525,0.09194,0.08278,0.0918,1526256000,3072907.88,261965.4,2018-05-13 20:00:00,0.009159999999999988
130,0.08743,0.09844,0.08122,0.0827,1526342400,6250556.81,546486.18,2018-05-14 20:00:00,0.01722
131,0.08212,0.09053,0.08092,0.08756,1526428800,2632966.61,216219.22,2018-05-15 20:00:00,0.009609999999999994
132,0.09103,0.1061,0.07767,0.07767,1526515200,11720570.18,1066923.5,2018-05-16 20:00:00,0.028429999999999997
133,0.09717,0.1036,0.09301,0.09446,1526601600,5036177.44,489365.36,2018-05-17 20:00:00,0.010590000000000002
134,0.09752,0.1039,0.09369,0.09752,1526688000,4108673.23,400677.81,2018-05-18 20:00:00,0.01021000000000001
135,0.1018,0.1043,0.09812,0.1002,1526774400,2263720.49,230446.75,2018-05-19 20:00:00,0.006180000000000005
136,0.09308,0.1019,0.09197,0.09914,1526860800,2508237.65,233466.76,2018-05-20 20:00:00,0.009930000000000008
137,0.08587,0.08747,0.08171,0.08562,1526947200,2666239.13,228949.95,2018-05-21 20:00:00,0.005760000000000001
138,0.07518,0.07801,0.06936,0.07732,1527033600,3242339.85,243759.11,2018-05-22 20:00:00,0.008649999999999991
139,0.08123,0.08322,0.07544,0.07852,1527120000,4085923.86,331899.6,2018-05-23 20:00:00,0.007780000000000009
140,0.07678,0.0797,0.07403,0.07877,1527206400,3119250.45,239496.05,2018-05-24 20:00:00,0.0056699999999999945
141,0.07463,0.07837,0.07357,0.07691,1527292800,2866212.41,213905.43,2018-05-25 20:00:00,0.004799999999999999
142,0.07479,0.07622,0.07046,0.07257,1527379200,3691448.54,276083.44,2018-05-26 20:00:00,0.005760000000000001
143,0.06411,0.06877,0.06411,0.06723,1527465600,3895573.2,249745.2,2018-05-27 20:00:00,0.0046599999999999975
144,0.0702,0.07235,0.06805,0.07094,1527552000,3963747.26,278255.06,2018-05-28 20:00:00,0.004299999999999998
145,0.06908,0.07003,0.06658,0.06903,1527638400,3961401.65,273653.63,2018-05-29 20:00:00,0.0034499999999999947
146,0.07083,0.07296,0.0695,0.07158,1527724800,3048381.86,215916.89,2018-05-30 20:00:00,0.003459999999999991
147,0.08454,0.08639,0.07029,0.07104,1527811200,6596288.14,557650.2,2018-05-31 20:00:00,0.01609999999999999
148,0.08173,0.09378,0.07848,0.08628,1527897600,7794303.24,637028.4,2018-06-01 20:00:00,0.015300000000000008
149,0.08072,0.08574,0.07887,0.08574,1527984000,4527067.07,365424.85,2018-06-02 20:00:00,0.006870000000000001
150,0.07521,0.07734,0.07332,0.07711,1528070400,3690827.99,277587.17,2018-06-03 20:00:00,0.00402000000000001
151,0.07688,0.07743,0.07439,0.07737,1528156800,4629906.28,355947.19,2018-06-04 20:00:00,0.003040000000000001
152,0.08015,0.08143,0.07518,0.07633,1528243200,6937698.08,556056.5,2018-06-05 20:00:00,0.0062500000000000056
153,0.08075,0.08287,0.0787,0.07973,1528329600,8045233.79,649652.63,2018-06-06 20:00:00,0.004169999999999993
154,0.081,0.08304,0.07866,0.0801,1528416000,7755078.51,628161.36,2018-06-07 20:00:00,0.004380000000000009
155,0.07963,0.08183,0.07583,0.08011,1528502400,7294356.8,580849.63,2018-06-08 20:00:00,0.006000000000000005
156,0.06475,0.07226,0.0646,0.07042,1528588800,10050082.05,650742.81,2018-06-09 20:00:00,0.00766
157,0.06677,0.06932,0.06305,0.06554,1528675200,12800445.99,854685.78,2018-06-10 20:00:00,0.006270000000000012
158,0.06093,0.06632,0.06083,0.06226,1528761600,30331070.01,1848072.1,2018-06-11 20:00:00,0.005490000000000002
159,0.05201,0.0603,0.04711,0.05868,1528848000,21073842.61,1096050.55,2018-06-12 20:00:00,0.01319
160,0.05697,0.05858,0.05302,0.05682,1528934400,13875690.02,790498.06,2018-06-13 20:00:00,0.0055600000000000024
161,0.05431,0.05582,0.05085,0.05343,1529020800,7956188.42,432100.59,2018-06-14 20:00:00,0.004970000000000002
162,0.05335,0.05584,0.05271,0.05539,1529107200,7083382.8,377898.47,2018-06-15 20:00:00,0.003130000000000001
163,0.05494,0.05593,0.05325,0.0535,1529193600,7094563.77,389775.33,2018-06-16 20:00:00,0.002680000000000002
164,0.05477,0.05803,0.05414,0.05725,1529280000,7117396.84,389819.82,2018-06-17 20:00:00,0.0038899999999999976
165,0.05316,0.05745,0.05207,0.05697,1529366400,8865394.66,471284.38,2018-06-18 20:00:00,0.005380000000000003
166,0.05361,0.05517,0.05171,0.05294,1529452800,3894912.26,208806.25,2018-06-19 20:00:00,0.003459999999999998
167,0.05087,0.05305,0.04918,0.05245,1529539200,4261929.36,216804.35,2018-06-20 20:00:00,0.0038699999999999984
168,0.04191,0.0454,0.04078,0.04471,1529625600,8223937.05,344665.2,2018-06-21 20:00:00,0.004620000000000006
169,0.04271,0.04571,0.04107,0.043,1529712000,6034868.41,257749.23,2018-06-22 20:00:00,0.004639999999999998
170,0.04123,0.04354,0.03981,0.041,1529798400,6462549.01,266450.9,2018-06-23 20:00:00,0.003730000000000004
171,0.04204,0.04257,0.0409,0.04156,1529884800,2408625.67,101258.62,2018-06-24 20:00:00,0.0016699999999999979
172,0.03858,0.03973,0.03693,0.03936,1529971200,4653881.85,179546.76,2018-06-25 20:00:00,0.002800000000000004
173,0.03832,0.04183,0.03783,0.03967,1530057600,6133802.07,235047.3,2018-06-26 20:00:00,0.003999999999999997
174,0.03652,0.03709,0.03589,0.03626,1530144000,4654837.37,169994.66,2018-06-27 20:00:00,0.0011999999999999997
175,0.03593,0.03863,0.03534,0.03778,1530230400,3782142.58,135892.38,2018-06-28 20:00:00,0.0032899999999999943
176,0.03808,0.0428,0.03447,0.03743,1530316800,7501508.87,285657.46,2018-06-29 20:00:00,0.008329999999999997
177,0.04026,0.04075,0.0369,0.03808,1530403200,5236218.07,210810.14,2018-06-30 20:00:00,0.0038499999999999993
178,0.04284,0.0445,0.03877,0.04243,1530489600,4648626.69,199147.17,2018-07-01 20:00:00,0.005729999999999999
179,0.04044,0.04287,0.03984,0.04138,1530576000,4530889.74,183229.18,2018-07-02 20:00:00,0.003029999999999998
180,0.03966,0.04179,0.03833,0.0409,1530662400,3227317.02,127995.39,2018-07-03 20:00:00,0.003459999999999998
181,0.04129,0.04332,0.03934,0.03969,1530748800,6094739.5,251651.79,2018-07-04 20:00:00,0.003979999999999997
182,0.04131,0.05056,0.03947,0.04152,1530835200,16184648.48,668587.83,2018-07-05 20:00:00,0.011090000000000003
183,0.0412,0.04334,0.04035,0.04273,1530921600,5158941.33,212548.38,2018-07-06 20:00:00,0.0029899999999999996
184,0.0396,0.0415,0.03916,0.0413,1531008000,5436870.48,215300.07,2018-07-07 20:00:00,0.002340000000000002
185,0.03625,0.03867,0.0359,0.03849,1531094400,4186970.51,151777.68,2018-07-08 20:00:00,0.0027700000000000016
186,0.03368,0.03483,0.03193,0.03327,1531180800,2929945.29,98680.56,2018-07-09 20:00:00,0.0029
187,0.036,0.04173,0.03358,0.0347,1531267200,4856234.31,174824.44,2018-07-10 20:00:00,0.008150000000000004
188,0.03373,0.03612,0.03184,0.03476,1531353600,4773962.04,161025.74,2018-07-11 20:00:00,0.004279999999999999
189,0.03436,0.03575,0.03244,0.03387,1531440000,3038402.31,104399.5,2018-07-12 20:00:00,0.0033100000000000004
190,0.03451,0.03477,0.0327,0.03442,1531526400,3390276.62,116998.45,2018-07-13 20:00:00,0.0020700000000000024
191,0.03507,0.03613,0.03409,0.0358,1531612800,2698103.81,94622.5,2018-07-14 20:00:00,0.00204
192,0.03701,0.03953,0.03494,0.0375,1531699200,24152596.19,893887.58,2018-07-15 20:00:00,0.004590000000000004
193,0.03934,0.03992,0.03845,0.03869,1531785600,12147237.73,477872.33,2018-07-16 20:00:00,0.001469999999999999
194,0.03919,0.03956,0.03727,0.03778,1531872000,5990352.54,234761.92,2018-07-17 20:00:00,0.0022900000000000004
195,0.03654,0.03869,0.03609,0.03856,1531958400,11502123.41,420287.59,2018-07-18 20:00:00,0.002600000000000005
196,0.03378,0.03669,0.03272,0.03503,1532044800,15261422.36,515530.85,2018-07-19 20:00:00,0.003970000000000001
197,0.03475,0.04207,0.03333,0.03462,1532131200,13816798.12,480133.73,2018-07-20 20:00:00,0.008740000000000005
198,0.03463,0.03515,0.02887,0.03453,1532217600,15036142.86,520701.63,2018-07-21 20:00:00,0.006280000000000001
199,0.03316,0.03459,0.03223,0.03403,1532304000,9634861.47,319492.01,2018-07-22 20:00:00,0.002360000000000001
200,0.03156,0.03604,0.03073,0.03543,1532390400,10455020.55,329960.45,2018-07-23 20:00:00,0.005310000000000002
201,0.03316,0.03352,0.03007,0.03102,1532476800,4403237.94,146011.37,2018-07-24 20:00:00,0.0034500000000000017
202,0.03152,0.03302,0.03099,0.03245,1532563200,19549342.13,616195.26,2018-07-25 20:00:00,0.0020300000000000006
203,0.03078,0.03242,0.02978,0.03209,1532649600,18363828.91,565238.65,2018-07-26 20:00:00,0.0026399999999999965
204,0.02934,0.03145,0.02863,0.03071,1532736000,14898126.6,437111.03,2018-07-27 20:00:00,0.0028199999999999996
205,0.0287,0.02962,0.02624,0.02913,1532822400,6570045.59,188560.31,2018-07-28 20:00:00,0.003380000000000001
206,0.02723,0.02826,0.02596,0.02812,1532908800,5414498.15,147436.78,2018-07-29 20:00:00,0.0023
207,0.0229,0.02597,0.02156,0.02575,1532995200,9793290.16,224266.34,2018-07-30 20:00:00,0.004410000000000001
208,0.02251,0.02484,0.02216,0.02225,1533081600,5179857.83,116598.6,2018-07-31 20:00:00,0.002680000000000002
209,0.02183,0.02385,0.02072,0.02202,1533168000,10334105.76,225593.53,2018-08-01 20:00:00,0.003130000000000001
210,0.02155,0.0227,0.02005,0.0222,1533254400,7399779.24,159465.24,2018-08-02 20:00:00,0.002650000000000003
211,0.01995,0.02216,0.01919,0.021,1533340800,5652282.74,112763.04,2018-08-03 20:00:00,0.0029700000000000004
212,0.02078,0.02135,0.01952,0.02004,1533427200,2594033.06,53904.01,2018-08-04 20:00:00,0.0018300000000000018
213,0.02087,0.0221,0.0197,0.02061,1533513600,4238899.14,88465.83,2018-08-05 20:00:00,0.002400000000000003
214,0.02056,0.02197,0.01934,0.01951,1533600000,9720957.84,199862.89,2018-08-06 20:00:00,0.0026300000000000004
215,0.01683,0.01976,0.01658,0.01934,1533686400,9436337.89,158813.57,2018-08-07 20:00:00,0.003179999999999999
216,0.01722,0.01759,0.01676,0.01722,1533772800,7781226.9,133992.73,2018-08-08 20:00:00,0.0008300000000000009
217,0.01594,0.01702,0.01533,0.01571,1533859200,9972204.17,158956.93,2018-08-09 20:00:00,0.0016900000000000005
218,0.01429,0.01553,0.01402,0.01487,1533945600,6327941.72,90426.29,2018-08-10 20:00:00,0.001510000000000001
219,0.01429,0.01429,0.01429,0.01429,1534032000,0.0,0.0,2018-08-11 20:00:00,0.0
220,0.01315,0.01383,0.01173,0.01335,1534118400,2084833.24,27415.56,2018-08-12 20:00:00,0.0020999999999999994
221,0.01264,0.01333,0.01129,0.01289,1534204800,2131997.12,26948.44,2018-08-13 20:00:00,0.00204
222,0.01403,0.01432,0.01222,0.01275,1534291200,2151283.7,30182.51,2018-08-14 20:00:00,0.0020999999999999994
223,0.01527,0.01707,0.01356,0.01429,1534377600,1157883.6,17680.88,2018-08-15 20:00:00,0.0035099999999999992
224,0.01737,0.01868,0.01594,0.01691,1534464000,876800.82,15230.03,2018-08-16 20:00:00,0.0027399999999999994
225,0.01539,0.01753,0.01519,0.01613,1534550400,1358576.35,20908.49,2018-08-17 20:00:00,0.00234
226,0.01612,0.01681,0.01529,0.01563,1534636800,1238719.63,19968.16,2018-08-18 20:00:00,0.0015199999999999988
227,0.01458,0.01513,0.0139,0.01457,1534723200,733705.01,10697.42,2018-08-19 20:00:00,0.0012300000000000002
228,0.01507,0.01551,0.01436,0.01514,1534809600,1142901.05,17223.52,2018-08-20 20:00:00,0.00115
229,0.01369,0.01483,0.01337,0.01451,1534896000,1548971.49,21205.42,2018-08-21 20:00:00,0.0014599999999999995
230,0.01355,0.01381,0.01286,0.01378,1534982400,1304418.69,17740.09,2018-08-22 20:00:00,0.0009499999999999995
