,close,high,low,open,time,volumefrom,volumeto,timestamp
85,0.1327,0.1513,0.1295,0.1295,1524096000,757529.55,100524.17,2018-04-18 20:00:00
86,0.1345,0.1485,0.1243,0.1443,1524182400,1108153.34,149046.62,2018-04-19 20:00:00
87,0.1207,0.1368,0.1201,0.1319,1524268800,531059.09,64098.83,2018-04-20 20:00:00
88,0.1299,0.1321,0.1162,0.124,1524355200,1969776.71,255873.99,2018-04-21 20:00:00
89,0.1253,0.1544,0.1244,0.1346,1524441600,607901.11,76170.01,2018-04-22 20:00:00
90,0.1398,0.1512,0.1313,0.1368,1524528000,634460.81,88697.62,2018-04-23 20:00:00
91,0.1149,0.1254,0.1126,0.1228,1524614400,380266.16,43692.58,2018-04-24 20:00:00
92,0.1185,0.1263,0.1175,0.123,1524700800,289452.24,34300.09,2018-04-25 20:00:00
93,0.1233,0.1253,0.1107,0.1152,1524787200,507155.87,62532.32,2018-04-26 20:00:00
94,0.1324,0.1503,0.1237,0.1309,1524873600,691563.45,91563.0,2018-04-27 20:00:00
95,0.1303,0.1402,0.1252,0.1337,1524960000,1027643.25,133901.92,2018-04-28 20:00:00
96,0.13,0.1333,0.1215,0.1266,1525046400,326051.03,42386.63,2018-04-29 20:00:00
97,0.124,0.134,0.1224,0.1301,1525132800,308867.51,38299.57,2018-04-30 20:00:00
98,0.1346,0.1373,0.1243,0.127,1525219200,572250.01,77024.85,2018-05-01 20:00:00
99,0.17,0.1829,0.1525,0.1554,1525305600,1653183.39,281041.18,2018-05-02 20:00:00
100,0.1603,0.1762,0.1566,0.1703,1525392000,1268564.82,203350.94,2018-05-03 20:00:00
101,0.165,0.1754,0.1519,0.1669,1525478400,1381321.04,227917.97,2018-05-04 20:00:00
102,0.146,0.1612,0.1325,0.1597,1525564800,637027.18,93005.97,2018-05-05 20:00:00
103,0.1432,0.148,0.1344,0.139,1525651200,593393.94,84974.01,2018-05-06 20:00:00
104,0.1385,0.1558,0.1385,0.1423,1525737600,1698598.12,235255.84,2018-05-07 20:00:00
105,0.1418,0.1518,0.1409,0.1412,1525824000,1636481.59,232053.09,2018-05-08 20:00:00
106,0.1431,0.1513,0.1348,0.1366,1525910400,1489579.79,213158.87,2018-05-09 20:00:00
107,0.1247,0.1352,0.1153,0.1341,1525996800,2234433.63,278633.87,2018-05-10 20:00:00
108,0.1195,0.1333,0.1157,0.1258,1526083200,669114.35,79959.16,2018-05-11 20:00:00
109,0.1168,0.1275,0.1143,0.1275,1526169600,2062302.38,240876.92,2018-05-12 20:00:00
110,0.1242,0.1294,0.1117,0.1165,1526256000,1425939.21,177101.65,2018-05-13 20:00:00
111,0.1206,0.129,0.113,0.1205,1526342400,1807378.56,217969.85,2018-05-14 20:00:00
112,0.1261,0.133,0.1102,0.1208,1526428800,1581921.23,199480.27,2018-05-15 20:00:00
113,0.1226,0.1322,0.1147,0.1192,1526515200,2074249.73,254303.02,2018-05-16 20:00:00
114,0.1404,0.1448,0.1249,0.1273,1526601600,2962403.19,415921.41,2018-05-17 20:00:00
115,0.1464,0.1531,0.1348,0.1409,1526688000,2241919.0,328216.94,2018-05-18 20:00:00
116,0.1484,0.1516,0.1405,0.1505,1526774400,1046878.53,155356.77,2018-05-19 20:00:00
117,0.1361,0.1521,0.1341,0.1446,1526860800,1750501.58,238243.27,2018-05-20 20:00:00
118,0.1267,0.1484,0.1195,0.1252,1526947200,1837043.07,232753.36,2018-05-21 20:00:00
119,0.1095,0.1252,0.1065,0.1141,1527033600,2549722.96,279194.66,2018-05-22 20:00:00
120,0.107,0.1179,0.103,0.1144,1527120000,1764462.86,188797.53,2018-05-23 20:00:00
121,0.09912,0.1058,0.09386,0.1038,1527206400,1865939.05,184951.88,2018-05-24 20:00:00
122,0.09864,0.1008,0.09431,0.09829,1527292800,1125280.1,110997.63,2018-05-25 20:00:00
123,0.09485,0.09963,0.0863,0.09593,1527379200,1215271.71,115268.52,2018-05-26 20:00:00
124,0.08377,0.0916,0.08198,0.08525,1527465600,1843297.2,154413.01,2018-05-27 20:00:00
125,0.09122,0.09745,0.08754,0.09264,1527552000,2256131.96,205804.36,2018-05-28 20:00:00
126,0.08869,0.09649,0.08836,0.0897,1527638400,1423957.02,126290.75,2018-05-29 20:00:00
127,0.08964,0.09784,0.08774,0.0919,1527724800,1754904.2,157309.61,2018-05-30 20:00:00
128,0.08685,0.09021,0.08291,0.08992,1527811200,2758020.42,239534.07,2018-05-31 20:00:00
129,0.0913,0.09602,0.08775,0.08858,1527897600,1236626.04,112903.96,2018-06-01 20:00:00
130,0.09688,0.1064,0.09304,0.0957,1527984000,873024.81,84578.64,2018-06-02 20:00:00
131,0.08515,0.09455,0.07758,0.09254,1528070400,1736052.9,147824.9,2018-06-03 20:00:00
132,0.08205,0.08831,0.07451,0.08759,1528156800,3062579.06,251284.61,2018-06-04 20:00:00
133,0.07888,0.08355,0.07809,0.08179,1528243200,2330997.67,183869.1,2018-06-05 20:00:00
134,0.0764,0.08196,0.07592,0.07864,1528329600,2028701.23,154992.77,2018-06-06 20:00:00
135,0.07159,0.07644,0.06943,0.07578,1528416000,1724747.28,123474.66,2018-06-07 20:00:00
136,0.06978,0.07168,0.06776,0.07109,1528502400,977840.9,68233.74,2018-06-08 20:00:00
137,0.05615,0.06202,0.05478,0.06171,1528588800,968847.3,54400.78,2018-06-09 20:00:00
138,0.05651,0.06193,0.05582,0.05683,1528675200,2145792.24,121258.72,2018-06-10 20:00:00
139,0.05163,0.0545,0.0494,0.05262,1528761600,1483028.58,76568.77,2018-06-11 20:00:00
140,0.04577,0.05182,0.04496,0.04973,1528848000,1881182.8,86101.74,2018-06-12 20:00:00
141,0.04808,0.05463,0.04711,0.05058,1528934400,2103975.11,101159.12,2018-06-13 20:00:00
142,0.04515,0.04812,0.04456,0.04525,1529020800,1411958.5,63749.93,2018-06-14 20:00:00
143,0.04582,0.05007,0.04356,0.04605,1529107200,875182.45,40100.86,2018-06-15 20:00:00
144,0.04868,0.05017,0.0443,0.04577,1529193600,21467274.18,1045026.91,2018-06-16 20:00:00
145,0.04814,0.05175,0.04635,0.05073,1529280000,11790784.72,567608.38,2018-06-17 20:00:00
146,0.04684,0.05073,0.04598,0.05008,1529366400,2178976.93,102063.28,2018-06-18 20:00:00
147,0.0452,0.04701,0.04407,0.04664,1529452800,1877001.56,84840.47,2018-06-19 20:00:00
148,0.0434,0.04477,0.04243,0.04432,1529539200,12542148.82,544329.26,2018-06-20 20:00:00
149,0.03527,0.0392,0.03416,0.03815,1529625600,1892604.23,66752.15,2018-06-21 20:00:00
150,0.03668,0.03997,0.03593,0.03619,1529712000,966288.55,35443.46,2018-06-22 20:00:00
151,0.03497,0.03618,0.03197,0.03522,1529798400,823005.92,28780.52,2018-06-23 20:00:00
152,0.03714,0.03753,0.0349,0.03519,1529884800,1303845.83,48424.83,2018-06-24 20:00:00
153,0.03505,0.03595,0.0336,0.03477,1529971200,1414206.27,49567.93,2018-06-25 20:00:00
154,0.03583,0.04161,0.03432,0.03605,1530057600,1696778.07,60795.56,2018-06-26 20:00:00
155,0.03179,0.03698,0.02627,0.03405,1530144000,1776866.47,56486.59,2018-06-27 20:00:00
156,0.03039,0.0339,0.03032,0.03289,1530230400,2059674.67,62593.51,2018-06-28 20:00:00
157,0.03276,0.03637,0.03165,0.03166,1530316800,999528.91,32744.57,2018-06-29 20:00:00
158,0.03503,0.03617,0.03265,0.03265,1530403200,846068.93,29637.79,2018-06-30 20:00:00
159,0.04028,0.04097,0.03571,0.03693,1530489600,1159316.77,46697.28,2018-07-01 20:00:00
160,0.03879,0.04129,0.03739,0.03904,1530576000,2263880.92,87815.94,2018-07-02 20:00:00
161,0.04065,0.04283,0.03739,0.03923,1530662400,2089342.75,84931.78,2018-07-03 20:00:00
162,0.03719,0.04323,0.03694,0.04068,1530748800,2602107.25,96772.37,2018-07-04 20:00:00
163,0.03382,0.04004,0.0332,0.03738,1530835200,2633959.25,89080.5,2018-07-05 20:00:00
164,0.0333,0.03531,0.03318,0.03496,1530921600,1701829.09,56670.91,2018-07-06 20:00:00
165,0.03238,0.03656,0.03206,0.03333,1531008000,1398001.64,45267.29,2018-07-07 20:00:00
166,0.03087,0.03262,0.0303,0.0314,1531094400,2575451.3,79504.18,2018-07-08 20:00:00
167,0.02807,0.02941,0.02655,0.02833,1531180800,1654477.64,46441.19,2018-07-09 20:00:00
168,0.02774,0.02919,0.02549,0.02891,1531267200,1805637.24,50088.38,2018-07-10 20:00:00
169,0.02612,0.02782,0.02444,0.02682,1531353600,2189633.8,57193.23,2018-07-11 20:00:00
170,0.02496,0.02621,0.02459,0.02621,1531440000,1589557.39,39675.35,2018-07-12 20:00:00
171,0.02523,0.02669,0.02481,0.02504,1531526400,1398506.57,35284.32,2018-07-13 20:00:00
172,0.02588,0.02688,0.02515,0.02616,1531612800,1109876.9,28723.61,2018-07-14 20:00:00
173,0.027,0.02826,0.02652,0.02756,1531699200,1985679.47,53613.35,2018-07-15 20:00:00
174,0.02936,0.03226,0.028,0.02815,1531785600,2592815.77,76125.07,2018-07-16 20:00:00
175,0.02845,0.03023,0.02695,0.02819,1531872000,2671002.47,75990.02,2018-07-17 20:00:00
176,0.02736,0.02894,0.02683,0.02784,1531958400,2272079.0,62164.08,2018-07-18 20:00:00
177,0.02557,0.02708,0.02494,0.0262,1532044800,1900988.54,48608.28,2018-07-19 20:00:00
178,0.02508,0.02721,0.02218,0.02626,1532131200,1436638.88,36030.9,2018-07-20 20:00:00
179,0.02476,0.02606,0.02373,0.0249,1532217600,1279552.51,31681.72,2018-07-21 20:00:00
180,0.02384,0.02563,0.02312,0.02432,1532304000,1528265.47,36433.85,2018-07-22 20:00:00
181,0.02294,0.02651,0.021,0.02542,1532390400,2064515.07,47359.98,2018-07-23 20:00:00
182,0.02171,0.02498,0.02011,0.02255,1532476800,2781213.97,60380.16,2018-07-24 20:00:00
183,0.0211,0.02396,0.0204,0.02128,1532563200,2720948.14,57412.01,2018-07-25 20:00:00
184,0.02137,0.02315,0.02048,0.02147,1532649600,2186601.59,46727.68,2018-07-26 20:00:00
185,0.02263,0.02355,0.02132,0.02132,1532736000,1659049.11,37544.28,2018-07-27 20:00:00
186,0.02233,0.0245,0.02233,0.02252,1532822400,1311546.01,29286.82,2018-07-28 20:00:00
187,0.02139,0.02286,0.02106,0.02187,1532908800,1678475.05,35902.58,2018-07-29 20:00:00
188,0.01915,0.02069,0.0188,0.02023,1532995200,1692549.36,32412.32,2018-07-30 20:00:00
189,0.01835,0.01976,0.01819,0.01862,1533081600,1847196.33,33896.05,2018-07-31 20:00:00
190,0.01651,0.01876,0.01635,0.01795,1533168000,1691171.54,27921.24,2018-08-01 20:00:00
191,0.02065,0.02999,0.01491,0.01678,1533254400,4853250.17,100219.62,2018-08-02 20:00:00
192,0.01844,0.02401,0.01841,0.02012,1533340800,3548523.36,65434.77,2018-08-03 20:00:00
193,0.01928,0.02096,0.01841,0.01852,1533427200,1315549.86,25363.8,2018-08-04 20:00:00
194,0.02205,0.0282,0.0191,0.0191,1533513600,3054050.16,67341.81,2018-08-05 20:00:00
195,0.02093,0.02309,0.02053,0.02058,1533600000,2165974.2,45333.84,2018-08-06 20:00:00
196,0.01691,0.01978,0.01562,0.0197,1533686400,2401075.85,40602.19,2018-08-07 20:00:00
197,0.01667,0.01867,0.01542,0.01726,1533772800,2194941.05,36589.67,2018-08-08 20:00:00
198,0.01409,0.01597,0.01341,0.01521,1533859200,2074903.89,29235.4,2018-08-09 20:00:00
199,0.01264,0.01418,0.01237,0.01313,1533945600,770341.69,9737.12,2018-08-10 20:00:00
200,0.01264,0.01264,0.01264,0.01264,1534032000,0.0,0.0,2018-08-11 20:00:00
201,0.01138,0.01357,0.01138,0.01193,1534118400,2213410.94,25188.62,2018-08-12 20:00:00
202,0.01053,0.01223,0.00976,0.01115,1534204800,2403428.63,25308.1,2018-08-13 20:00:00
203,0.01119,0.01197,0.01028,0.01064,1534291200,2389336.07,26736.67,2018-08-14 20:00:00
204,0.01082,0.01218,0.01071,0.01141,1534377600,2092698.54,22643.0,2018-08-15 20:00:00
205,0.01246,0.01362,0.01185,0.01198,1534464000,2090680.21,26049.88,2018-08-16 20:00:00
206,0.01093,0.01304,0.006602,0.01156,1534550400,7983581.11,87260.54,2018-08-17 20:00:00
207,0.01193,0.01227,0.01107,0.01111,1534636800,486876.04,5808.43,2018-08-18 20:00:00
208,0.01072,0.01159,0.01022,0.01079,1534723200,426810.33,4575.41,2018-08-19 20:00:00
209,0.0112,0.01205,0.01054,0.01092,1534809600,265401.7,2900.84,2018-08-20 20:00:00
