,close,high,low,open,time,volumefrom,volumeto,timestamp,fluc
0,0.00602,0.006332,0.005619,0.006198,1522195200,3960183.73,23840.31,2018-03-27 20:00:00,0.0007130000000000001
1,0.005144,0.005336,0.004837,0.005183,1522281600,3500197.47,18005.02,2018-03-28 20:00:00,0.0004989999999999994
2,0.00508,0.005277,0.004805,0.005277,1522368000,2378159.88,12081.05,2018-03-29 20:00:00,0.00047199999999999933
3,0.005202,0.005241,0.004926,0.005084,1522454400,838098.97,4359.79,2018-03-30 20:00:00,0.0003150000000000002
4,0.005077,0.005114,0.004281,0.005001,1522540800,1705390.24,8658.27,2018-03-31 20:00:00,0.0008329999999999995
5,0.005039,0.005232,0.004847,0.005155,1522627200,603055.13,3038.79,2018-04-01 20:00:00,0.0003849999999999999
6,0.005657,0.005698,0.005324,0.005449,1522713600,1950857.02,11036.0,2018-04-02 20:00:00,0.0003740000000000002
7,0.00462,0.00515,0.004506,0.00515,1522800000,1947113.99,8995.67,2018-04-03 20:00:00,0.0006440000000000005
8,0.00492,0.00492,0.004424,0.004653,1522886400,2439876.52,12004.19,2018-04-04 20:00:00,0.0004959999999999999
9,0.00437,0.004778,0.004111,0.004778,1522972800,2988758.51,13060.87,2018-04-05 20:00:00,0.0006670000000000001
10,0.004889,0.004889,0.004427,0.004543,1523059200,1318871.68,6447.96,2018-04-06 20:00:00,0.00046199999999999974
11,0.004969,0.005169,0.004608,0.005089,1523145600,1711057.46,8502.24,2018-04-07 20:00:00,0.0005609999999999999
12,0.004828,0.005147,0.004748,0.004948,1523232000,1326387.06,6403.8,2018-04-08 20:00:00,0.00039900000000000005
13,0.005112,0.005403,0.004905,0.005029,1523318400,35015142.53,178997.41,2018-04-09 20:00:00,0.0004980000000000002
14,0.005466,0.005595,0.00495,0.005294,1523404800,16083016.32,87909.77,2018-04-10 20:00:00,0.0006449999999999997
15,0.005977,0.006372,0.005927,0.006273,1523491200,59709949.08,356886.37,2018-04-11 20:00:00,0.0004450000000000001
16,0.00594,0.006335,0.005692,0.005989,1523577600,73729561.33,437953.59,2018-04-12 20:00:00,0.0006430000000000003
17,0.006033,0.006486,0.005782,0.006033,1523664000,87333955.99,526885.76,2018-04-13 20:00:00,0.0007039999999999998
18,0.00641,0.006677,0.005876,0.00641,1523750400,41325098.88,264893.88,2018-04-14 20:00:00,0.0008009999999999996
19,0.006447,0.006601,0.005935,0.00614,1523836800,56641673.9,365168.87,2018-04-15 20:00:00,0.0006659999999999999
20,0.007093,0.007244,0.006187,0.006338,1523923200,93293220.22,661728.81,2018-04-16 20:00:00,0.0010569999999999998
21,0.007834,0.007992,0.007203,0.007413,1524009600,92214139.68,722405.57,2018-04-17 20:00:00,0.0007890000000000006
22,0.007601,0.008509,0.007261,0.008452,1524096000,80994027.91,615635.61,2018-04-18 20:00:00,0.0012479999999999991
23,0.008455,0.008455,0.0079,0.00827,1524182400,80975695.05,684649.5,2018-04-19 20:00:00,0.0005549999999999999
24,0.008049,0.008351,0.007807,0.008351,1524268800,73172000.45,588961.43,2018-04-20 20:00:00,0.0005440000000000011
25,0.009071,0.009382,0.008139,0.008264,1524355200,85266215.79,773449.84,2018-04-21 20:00:00,0.0012429999999999993
26,0.01172,0.01198,0.008825,0.009404,1524441600,98213505.61,1151062.29,2018-04-22 20:00:00,0.003155
27,0.0135,0.01393,0.01146,0.0128,1524528000,108119199.72,1459609.2,2018-04-23 20:00:00,0.00247
28,0.01106,0.01223,0.01056,0.01186,1524614400,99884654.15,1104724.27,2018-04-24 20:00:00,0.0016699999999999996
29,0.01138,0.01257,0.01091,0.01184,1524700800,79216869.64,901487.98,2018-04-25 20:00:00,0.00166
30,0.01023,0.01119,0.009972,0.01113,1524787200,52352368.55,535564.73,2018-04-26 20:00:00,0.0012180000000000003
31,0.01141,0.01161,0.009562,0.01086,1524873600,51937539.4,592607.32,2018-04-27 20:00:00,0.002048000000000001
32,0.01006,0.01151,0.009444,0.01151,1524960000,47715134.37,480014.25,2018-04-28 20:00:00,0.002066
33,0.009314,0.009917,0.008577,0.009783,1525046400,24469343.05,227907.46,2018-04-29 20:00:00,0.001340000000000001
34,0.009928,0.01026,0.008855,0.009324,1525132800,41390510.04,410924.98,2018-04-30 20:00:00,0.001405
35,0.009065,0.01058,0.008516,0.01016,1525219200,37623532.94,341057.33,2018-05-01 20:00:00,0.0020640000000000016
36,0.01034,0.01058,0.009331,0.01026,1525305600,60271068.53,623202.85,2018-05-02 20:00:00,0.0012490000000000001
37,0.009646,0.01074,0.009411,0.01059,1525392000,59925528.89,578041.65,2018-05-03 20:00:00,0.0013290000000000003
38,0.008901,0.01013,0.008656,0.01004,1525478400,53050386.91,472201.49,2018-05-04 20:00:00,0.0014739999999999996
39,0.008536,0.008852,0.008141,0.008615,1525564800,2336275.18,19942.44,2018-05-05 20:00:00,0.0007109999999999998
