,close,high,low,open,time,volumefrom,volumeto,timestamp
0,0.02855,0.02942,0.02596,0.02769,1518393600,10339231.78,295185.07,2018-02-11 19:00:00
1,0.03448,0.03532,0.02691,0.02775,1518480000,38740074.68,1335757.77,2018-02-12 19:00:00
2,0.04048,0.04233,0.03496,0.03772,1518566400,31083573.2,1258263.04,2018-02-13 19:00:00
3,0.03619,0.04176,0.03341,0.04083,1518652800,18592160.84,672850.3,2018-02-14 19:00:00
4,0.03564,0.03658,0.03377,0.03658,1518739200,11899517.66,424098.81,2018-02-15 19:00:00
5,0.03607,0.03899,0.03509,0.03704,1518825600,10604085.43,382489.36,2018-02-16 19:00:00
6,0.03381,0.03473,0.03199,0.03381,1518912000,10397824.3,351550.44,2018-02-17 19:00:00
7,0.03289,0.03477,0.03007,0.03477,1518998400,10601175.71,348672.67,2018-02-18 19:00:00
8,0.03011,0.03276,0.02657,0.03099,1519084800,13293333.71,400262.28,2018-02-19 19:00:00
9,0.02772,0.0294,0.02604,0.02856,1519171200,10480550.81,290520.87,2018-02-20 19:00:00
10,0.02655,0.02897,0.02575,0.02655,1519257600,8051475.11,213766.66,2018-02-21 19:00:00
11,0.02735,0.02906,0.02479,0.02821,1519344000,9320683.55,254920.7,2018-02-22 19:00:00
12,0.025,0.02751,0.0225,0.02667,1519430400,8534912.63,213372.82,2018-02-23 19:00:00
13,0.02521,0.02605,0.02353,0.02521,1519516800,11821348.01,298016.18,2018-02-24 19:00:00
14,0.02516,0.0269,0.02429,0.02603,1519603200,8746596.52,220064.37,2018-02-25 19:00:00
15,0.0244,0.02528,0.02266,0.02528,1519689600,15554157.74,379521.45,2018-02-26 19:00:00
16,0.02299,0.02384,0.01873,0.02384,1519776000,15214758.9,349787.31,2018-02-27 19:00:00
17,0.02784,0.02784,0.02349,0.02349,1519862400,13127087.49,365458.12,2018-02-28 19:00:00
18,0.02652,0.02823,0.02396,0.02738,1519948800,11328724.61,300437.78,2018-03-01 19:00:00
19,0.02396,0.02653,0.02396,0.02653,1520035200,6494829.03,155616.1,2018-03-02 19:00:00
20,0.02508,0.02594,0.02335,0.02422,1520121600,6806320.65,170702.52,2018-03-03 19:00:00
21,0.02378,0.02463,0.02124,0.02463,1520208000,9539440.15,226847.89,2018-03-04 19:00:00
22,0.02202,0.02366,0.02039,0.02284,1520294400,6657413.27,146596.24,2018-03-05 19:00:00
23,0.01878,0.02028,0.01803,0.02028,1520380800,7803531.89,146550.33,2018-03-06 19:00:00
24,0.01677,0.01887,0.01677,0.01747,1520467200,9004540.18,151006.14,2018-03-07 19:00:00
25,0.0189,0.0189,0.01672,0.01745,1520553600,5044946.19,95349.48,2018-03-08 19:00:00
26,0.01638,0.01774,0.01569,0.01774,1520640000,3340018.0,54709.49,2018-03-09 19:00:00
27,0.01729,0.01801,0.01657,0.01729,1520726400,3551887.52,61412.14,2018-03-10 19:00:00
28,0.01533,0.01743,0.01513,0.01673,1520812800,7042072.63,107954.97,2018-03-11 20:00:00
29,0.01449,0.01559,0.01449,0.01518,1520899200,5853354.17,84815.1,2018-03-12 20:00:00
30,0.013,0.01398,0.01245,0.01288,1520985600,6274125.03,81563.63,2018-03-13 20:00:00
31,0.01239,0.01343,0.01221,0.01294,1521072000,8442438.29,104601.81,2018-03-14 20:00:00
32,0.01333,0.01369,0.01207,0.01219,1521158400,4015378.0,53524.99,2018-03-15 20:00:00
33,0.01254,0.01265,0.01155,0.01221,1521244800,2381868.57,29868.63,2018-03-16 20:00:00
34,0.01236,0.01376,0.01128,0.01225,1521331200,6386681.21,78939.38,2018-03-17 20:00:00
35,0.01417,0.01478,0.01272,0.01278,1521417600,4353441.41,61688.26,2018-03-18 20:00:00
36,0.01628,0.01728,0.014,0.01422,1521504000,7349757.29,119654.05,2018-03-19 20:00:00
37,0.0173,0.01781,0.01568,0.01635,1521590400,6406159.81,110826.56,2018-03-20 20:00:00
